title,company,expirence,salary,location,skill,date
Senior Data Scientist ML & NLP expert,SG Analytics Pvt Ltd,5-10 Yrs,Not disclosed,Pune,"['Data Science', 'Nlp', 'Algorithms', 'Data Scientist', 'Natural Language Processing', 'Neural Networks', 'Computer Vision', 'Data Analytics']",30+ DAYS AGO
IDSI - Sr. Data Scientist,Vasudha Business Solutions,7-12 Yrs,Not disclosed,Chandigarh,"['Computer science', 'SAN', 'Data management', 'SOC', 'SMS', 'MATLAB', 'Monitoring', 'SQL']",30+ DAYS AGO
Senior Data Scientist,Peak,3-8 Yrs,Not disclosed,Mumbai,"['Data Science', 'Communication Skills', 'Written Communication', 'Data Scientist', 'Natural Language Processing', 'Data Mining', 'Data Analytics', 'Statistical Modelling']",30+ DAYS AGO
Senior Data Scientist,Fractal Analytics,5-9 Yrs,Not disclosed,Mumbai,"['Data Science', 'Business Solutions', 'Nlp', 'Data Scientist', 'Artificial Intelligence', 'Image Processing', 'Time Series', 'Machine Learning']",30+ DAYS AGO
Senior Data Scientist,Boston Consulting Group,1-2 Yrs,Not disclosed,"Mumbai, Delhi, Chennai","['Computer science', 'Analytical skills', 'advanced analytics', 'SDS', 'data science', 'Artificial Intelligence', 'Machine learning', 'Management consulting']",30+ DAYS AGO
Sr. Data Scientist,mPokket,5-10 Yrs,Not disclosed,Kolkata,"['Computer science', 'Operations research', 'SAS', 'Analytical', 'PHP', 'Econometrics', 'Operations', 'Analytics']",30+ DAYS AGO
Senior Data Scientist,Quadratyx,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['R', 'python', 'Data science', 'machine learning', 'IT Skills', 'Java', 'NLP', 'Algorithms']",26 DAYS AGO
Data Scientist Senior,mPokket,5-10 Yrs,Not disclosed,Kolkata,"['Computer science', 'Operations research', 'SAS', 'Analytical', 'PHP', 'Econometrics', 'Operations', 'Analytics']",30+ DAYS AGO
"Senior Data Scientist,Pan India",Coursera,5-7 Yrs,Not disclosed,remote,"['Computer science', 'data science', 'Project management', 'Statistical software', 'International marketing', 'Business strategy', 'data visualization', 'Product marketing']",7 DAYS AGO
Executive / Sr. Associate Commodity Analyst(Oil & Gas),Macquarie Group,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,"['Market analysis', 'Wealth management', 'Data management', 'Fixed income', 'Leasing', 'Commodity trading', 'Asset management', 'MS Office']",19 DAYS AGO
Computer Operator /data Entry Operator /work from Home /part time Jobs,Deed Consultant Services,0-2 Yrs,"1,25,000 - 2,75,000 PA.","Mumbai, Thane, Navi Mumbai","['BPO', 'data entry', 'home based jobs', 'computer operating', 'housewives', 'cce', 'computer operator', 'Data Management']",2 DAYS AGO
Work@Home/Part Time Job/Typing Work/Data Entry/Computer Operator job,BSQ INFOTECH,0-3 Yrs,"1,25,000 - 2,75,000 PA.","Noida, Gurgaon/Gurugram, Delhi / NCR","['BPO', 'data entry', 'Data Loader', 'Typing', 'Typing Speed', 'Data Management', 'Computer Operating', 'Part Time Job']",
Work@Home/Part Time Job/Typing Work/Data Entry/Computer Operator job,BSQ INFOTECH,0-3 Yrs,"1,25,000 - 2,75,000 PA.","Noida, Gurgaon/Gurugram, Delhi / NCR","['BPO', 'data entry', 'Data Loader', 'Typing', 'Typing Speed', 'Data Management', 'Computer Operating', 'Part Time Job']",
Data Entry Operator | Typing | Computer Operator | Work From Home,Jobsdeed,0-5 Yrs,"1,50,000 - 3,50,000 PA.","Hyderabad/Secunderabad, Chennai
(WFH during Covid)","['Data Entry', 'Research', 'Internet Research', 'Online Data Entry', 'Typing', 'Back Office Processing', 'MS Office', 'Computer Skills']",
"Computer Data Entry Operator, Work From Home Job, Part Time Job",BSQ INFOTECH,0-3 Yrs,"1,25,000 - 3,25,000 PA.","Noida, Gurgaon/Gurugram, Delhi / NCR","['BPO', 'data entry', 'Data Loader', 'Typing Speed', 'Data Management', 'Computer Operating', 'Part Time Job', 'Data Extraction']",2 DAYS AGO
MIS Analyst,Teva Pharmaceuticals,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,['data analysis'],
Data Scientist,"ZL Technologies, Inc.",1-2 Yrs,Not disclosed,Hyderabad/Secunderabad,"['IT Skills', 'Java', 'Python', 'Testing', 'Machine Learning', 'Javascript', 'Big Data', 'Logistic regression']",7 DAYS AGO
Data Scientist,Ericsson Global Services,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Bidding', 'Google Analytics', 'Data management', 'PHP', 'Google AdWords', 'HTML', 'HTTP']",9 DAYS AGO
Data Scientist,Wolters Kluwer,6-8 Yrs,Not disclosed,"Mumbai, Pune","['Computer science', 'Data analysis', 'data science', 'Analytical', 'Machine learning', 'Agile', 'Data collection', 'Data processing']",11 DAYS AGO
"Data Scientist, Data & Analytics",Thomson Reuters,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"['Customer acquisition', 'Cloud computing', 'Business analytics', 'Analytical', 'Machine learning', 'Customer retention', 'Taxation', 'data visualization']",13 DAYS AGO
Data Scientist,SplashLearn,4-9 Yrs,Not disclosed,Gurgaon/Gurugram,"['Computer science', 'customer segmentation', 'Data analysis', 'Usage', 'Statistical analysis', 'data science', 'Analytical', 'Machine learning']",14 DAYS AGO
Data Scientist,Splash M,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,"['Computer science', 'customer segmentation', 'Data analysis', 'Usage', 'Statistical analysis', 'data science', 'Analytical', 'Machine learning']",14 DAYS AGO
Data Scientist-Permanent Remote Job,Lending Tree Research Services LLP,1-6 Yrs,Not disclosed,Remote,"['analytics', 'R', 'data insight', 'data analysis', 'Excel', 'data', 'Scientist', 'Data Analyst']",14 DAYS AGO
Principal Data Scientist,Societe Generale,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,"['deep learning', 'NLP', 'Machine learning', 'Data Interpretation', 'SVM', 'NumPy', 'Data Science', 'R']",11 DAYS AGO
Business Analyst/Senior Business Analyst - SAS Reporting - SAS + VBA,Huquo Consulting Pvt. Ltd,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Tableau', 'SAS', 'Business Analyst', 'VBA', 'Analytics', 'SQL']",20 DAYS AGO
Data Scientist Architect - Immediate Joiners,Virtusa,8-13 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['IT Skills', 'Python', 'Machine Learning', 'Cloud', 'Pytorch', 'SAS SQL', 'R', 'Logistic Regression']",8 DAYS AGO
Senior Business Analyst - MDM / Java,Huquo Consulting Pvt. Ltd,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Java', 'Orchestra Networks EBX5', 'MDM', 'IT Skills', 'PHP', 'Software Development', 'Project Management', 'HTML']",30+ DAYS AGO
Data Scientist,KPIT,4-7 Yrs,Not disclosed,Pune,"['Machine Learning', 'Python', 'SQL', 'Alteryx', 'Tableau', 'Artificial Intelligence', 'SAS', 'communication']",6 DAYS AGO
Junior/Senior Data Scientist - Consulting Firm,Huquo Consulting Pvt. Ltd,1-6 Yrs,Not disclosed,Mumbai,"['R', 'SPSS', 'Python', 'Business Intelligence', 'SAS', 'Data Management', 'Data Mining', 'Tableau']",30+ DAYS AGO
Data Engineer/Scientist,Snaphunt,2-7 Yrs,Not disclosed,"Delhi / NCR, Remote","['Linux', 'CICD', 'SQL', 'Unix', 'Python', 'big data analytics', 'IT Skills', 'Testing']",5 DAYS AGO
Business Analyst,Multiplier mudraÃ?Â,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data analysis', 'Business Analyst', 'Analytical', 'Manager Technology', 'Business management', 'Management', 'MS Office', 'Business intelligence']",30+ DAYS AGO
Financial Analyst-Business Finance Partner,Appario Retail Pvt Ltd.,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data analysis', 'Financial reporting', 'Business Finance', 'Analytical', 'Finance', 'Financial planning', 'Financial Analyst', 'Forecasting']",30+ DAYS AGO
Technical Business Analyst,CBA Services Private Limited,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['BPO', 'data analysis', 'Retail banking', 'Banking', 'Ab Initio', 'Project planning', 'Oracle', 'Teradata']",30+ DAYS AGO
Head/Senior - Data Analytics,Matrix Management Services,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Modelling', 'Artificial Intelligence', 'Data Management', 'Big Data', 'Data Visualization', 'Data Analytics', 'Statistical Modelling', 'Machine Learning']",20 DAYS AGO
AML Business Analyst – Subject Matter Expert,Quality Matrix Inc,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['AML', 'presentation', 'Data Analysis', 'Hadoop', 'Spark', 'communication', 'data analytics', 'SQL']",30+ DAYS AGO
Business Systems Reporting Analyst,Atlassian,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Data Science', 'Project Management', 'Tableau', 'BPO', 'project management', 'SAN', 'LMS']",30+ DAYS AGO
E Commerce Business Analyst,NALLI SILK SAREES PRIVATE LIMITED,5-7 Yrs,"9,00,000 - 15,00,000 PA.",Bangalore/Bengaluru,"['Google Analytics', 'MySQL', 'E-commerce', 'Advanced Excel']",29 DAYS AGO
Consultant - Business Analyst,D Cube Analytics,7-12 Yrs,Not disclosed,Bengaluru,"['Data analysis', 'Claims', 'SAS', 'Pharma', 'Analytical', 'Competitive intelligence', 'SPSS', 'Forecasting']",30+ DAYS AGO
Business Systems Analyst (Blue Prism ),PPD,3-5 Yrs,Not disclosed,Remote,"['SDLC Life Cycle', 'Oracle RDBMS', 'MS Access', 'Post Production Support', 'Business Systems Analyst', 'Requirement Gathering', 'Oracle Cloud ERP', 'Project Coordination']",30+ DAYS AGO
Emerging Lead - IT Program / Project Management & Business Analyst,StateStreet Global Advisor Pvt Ltd,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data analysis', 'Change management', 'Business analysis', 'MIS', 'Project management', 'Infrastructure', 'Business solutions', 'Analytics']",30+ DAYS AGO
Business Analyst,Euromonitor India,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Software Development Life Cycle', 'Data Modelling', 'Business Analyst', 'web-based application', 'SQL']",22 DAYS AGO
Project Leader - Business Analysis Planning,HyreFox Consultants Pvt Ltd,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Qa', 'Change Management', 'It Projects', 'Software Product', 'Consulting', 'Agile', 'Enterprise Testing', 'Financial Management']",30+ DAYS AGO
Sr SQL Developer/ Data engineer,Fragma data systems pvt ltd,5-10 Yrs,Not disclosed,"Bangalore/Bengaluru
(WFH during Covid)","['R', 'SQL', 'Python', 'IT Skills', 'Testing', 'Machine Learning', 'Azure', 'S3']",26 DAYS AGO
Consultant - Business Analysis,ZOOMRX HEALTHCARE TECHNOLOGY SOLUTIONS PVT LTD,5-7 Yrs,"11,00,000 - 17,00,000 PA.","Chennai
(WFH during Covid)","['Life Sciences', 'Program Management', 'Project Management', 'Data Analysis', 'Healthcare', 'Market Research']",
Business Analyst,N3 LLC,3-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru","['Data analysis', 'Project management', 'Analytical', 'Market research', 'Account management', 'Macros', 'Analytics', 'SQL']",27 DAYS AGO
Business Analyst- Implementation (Only Immediate Joiners),IntegriChain,2-6 Yrs,Not disclosed,Pune,"['IT Skills', 'Testing', 'Product Management', 'MS SQL', 'technical design', 'functional testing', 'product implementation', 'life cycle']",
Business Analyst,Golden Opportunities Pvt Ltd,5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['BRD', 'Insurance', 'Agile', 'gathering', 'Waterfall', 'Business Analysis']",29 DAYS AGO
Business Analyst ( BI Power ),NEEMTREE INTERNET PVT LTD,3-6 Yrs,Not disclosed,Noida,"['Data analysis', 'Business Analyst', 'Business analysis', 'Cognos', 'Informatica', 'Business intelligence', 'MS Office', 'Analytics']",30+ DAYS AGO
Business Analyst,Vymo,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,"['Python', 'Excel', 'Kibana', 'data analysis', 'Azure', 'Data Visualization', 'GCP', 'Tableau']",30+ DAYS AGO
Business Development Analyst / Manager,Wavelabs Technologies Private Limited,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['Bid Management', 'Presales', 'Business Development', 'Bd', 'Bidding', 'Sales Support', 'Thought Leadership', 'Process Planning']",30+ DAYS AGO
Sr Data Engineer,MilliporeSigma,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Java', 'Scala', 'C + +', 'Data Engineer', 'Spark', 'Aws', 'Data Analytics', 'Test Driven Development']",30+ DAYS AGO
Senior Manager/Data Engineer - Analytics - IIT/IIM/ISB/NIT,Huquo Consulting Pvt. Ltd,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['Java', 'Scala', 'Analytics', 'IT Skills', 'Python', 'Data Science', 'Big Data', 'AWS']",15 DAYS AGO
Senior Data Engineer,AlphaSense,3-7 Yrs,Not disclosed,Pune,"['IT Skills', 'Python', 'Testing', 'Data Science', 'Computer Science', 'Data Analysis', 'Data Engineer', 'Spark']",30+ DAYS AGO
Junior Data Scientist,Accenture,2-6 Yrs,Not disclosed,India,"['BERT', 'Machine Learning', 'Tf', 'NLTK', 'KNN', 'Amazon Web Services', 'Scikit learn', 'Pands']",19 DAYS AGO
Business Analyst - Technology (MNC Opening) (Bangalore),Krazy Mantra HR Solutions Pvt. Ltd,3-8 Yrs,"8,00,000 - 18,00,000 PA.",Bangalore/Bengaluru,"['Project Management', 'US Healthcare', 'Business Analysis', 'IT Skills', 'BPO', 'UX', 'UI', 'BFSI']",25 DAYS AGO
Business Analyst (US Healthcare),DOFORT,4-7 Yrs,"9,00,000 - 15,00,000 PA.","Hyderabad/Secunderabad, Chennai","['SQL', 'Agile', 'Business Analyst', 'Data Analysis', 'US Healthcare', 'JIRA', 'Payers Processing', 'Business Analysis']",27 DAYS AGO
Business Analyst,Varite,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Tableau', 'IT Skills', 'Data management', 'Business reporting', 'Business Analyst', 'Agile']",30+ DAYS AGO
Senior Data Quality Engineer,McAfee,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['SQL', 'AWS', 'Python', 'IT Skills', 'Cloud', 'Big Data', 'Engineering Leadership', 'Validation Rules']",20 DAYS AGO
Sr Data Engineering,Visa,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['data analysis', 'Hive', 'ETL testing', 'Hadoop', 'Shell scripts', 'trouble shooting', 'Spark', 'shell scripting']",26 DAYS AGO
Sr. Data Engineer - Payments Systems Risk,Visa,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Science', 'Java', 'Hive', 'Scala', 'Hadoop', 'Computer Science', 'Big Data', 'Data Engineer']",30+ DAYS AGO
Senior Data Engineer,NEC Software Solutions (India),8-10 Yrs,Not disclosed,Mumbai,"['Rds', 'Software Development', 'Rdbms', 'Power Bi', 'Cloud Services', 'Data Pipeline', 'Data Analysis', 'Data Engineer']",30+ DAYS AGO
Senior Data Warehouse Engineer,"Hims & Hers - Hims, Inc.",7-10 Yrs,Not disclosed,remote,"['Data Science', 'Software Engineering', 'Big Data', 'Data Analysis', 'Data Modeling', 'Analytics', 'Python', 'Sql']",30+ DAYS AGO
SR . DATA ENGINEER,iQuanti,4-9 Yrs,Not disclosed,Bengaluru,"['Data management', 'Web analytics', 'Project management', 'Oracle', 'SEO', 'Business intelligence', 'Open source', 'Adobe']",30+ DAYS AGO
Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,8-13 Yrs,Not disclosed,Pune,"['Architect', 'SAN', 'Data analysis', 'Debugging', 'Agile', 'Customer service', 'Information technology', 'Analytics']",30+ DAYS AGO
Luxoft - DXC Technology is hiring For Senior Data Analytics Engineer t,Luxoft,5-8 Yrs,"18,00,000 - 22,50,000 PA.","Bangalore/Bengaluru
(WFH during Covid)","['GCP', 'Hadoop', 'Talend', 'ODI', 'DataProc', 'Java', 'Cloud Composer', 'Google Storage']",30+ DAYS AGO
SR. DATA ENGINEER,iQuanti,4-9 Yrs,Not disclosed,Bengaluru,"['Data management', 'Web analytics', 'Project management', 'Oracle', 'SEO', 'Business intelligence', 'Open source', 'Adobe']",30+ DAYS AGO
Senior Data Engineer,InsideView Technologies,1-5 Yrs,Not disclosed,Remote,"['IT Skills', 'Python', 'Big Data', 'Computer science', 'Data analysis', 'Data modeling', 'Agile', 'Workflow']",30+ DAYS AGO
"Senior Data Engineer, Pan India",Larsen & Toubro Infotech Limited,4-8 Yrs,Not disclosed,Remote,"['shell scripting', 'IDE', 'Unix', 'Python', 'PyCharm', 'Flask', 'Apache', 'Anaconda']",30+ DAYS AGO
Senior Data Engineer,Project YX,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,"['Java', 'Data Structures', 'Hadoop', 'Mysql', 'Computer Science', 'Data Analysis', 'Data Engineer', 'Spark']",30+ DAYS AGO
Senior Data Engineer,Editorialist YX,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,"['Java', 'Data Structures', 'Hadoop', 'Mysql', 'Computer Science', 'Data Analysis', 'Data Engineer', 'E - Commerce']",30+ DAYS AGO
"Big Data, Senior Software Engineer",Zdaly,5-10 Yrs,Not disclosed,Bengaluru,"['SAN', 'cassandra', 'big data analytics', 'Cloud', 'Data processing', 'Deployment', 'Apache', 'big data']",30+ DAYS AGO
Senior Data Engineer,Rave Technologies (India) Pvt Ltd,8-10 Yrs,Not disclosed,Mumbai,"['IT Skills', 'Cloud', 'Oracle', 'Jenkins', 'AWS', 'Tableau', 'Power BI', 'Software Development']",30+ DAYS AGO
MatchaTalent - (Tech) Senior Data Analytics Engineer,MatchaTalent,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['SAN', 'Usage', 'Design review', 'SOC', 'Cash management', 'Data quality', 'data visualization', 'CRM']",22 DAYS AGO
Senior Data Engineer,Ericsson Global Services,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Data management', 'Google AdWords', 'HTML', 'HTTP', 'microsoft', 'Load balancing', 'SQL']",22 DAYS AGO
Senior Data Engineer,Tech Holding,3-8 Yrs,Not disclosed,Ahmedabad,"['IT Skills', 'Java', 'Python', 'Machine Learning', 'Cloud', 'AWS', 'Training', 'deep learning']",30+ DAYS AGO
Senior Data Warehouse Engineer,Talent21 Management Shared Services Private Limited,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['Business Intelligence', 'Hive', 'Hadoop', 'Data Management', 'Spark', 'Data Warehousing', 'Data Modeling', 'Solution Design']",30+ DAYS AGO
Senior Data & BI Engineer,OrientSwiss,4-7 Yrs,Not disclosed,Vadodara,"['Data analysis', 'Database design', 'Analytical', 'SSRS', 'power bi', 'Data quality', 'Predictive modeling', 'SSIS']",30+ DAYS AGO
Sr . Staff SW Engineer - Java & Data ETL,Gigamon Inc.,3-6 Yrs,Not disclosed,Chennai,"['automated testing', 'data structures', 'HBase', 'performance optimization', 'Hadoop', 'Spark', 'OLAP', 'Java']",26 DAYS AGO
Senior Engineer - Data and Analytics,MG GLOBAL,3-7 Yrs,Not disclosed,Mumbai,"['Bfsi', 'Project management', 'Information security', 'Consulting', 'Active directory', 'HTML', 'Customer service', 'Information technology']",
Senior Engineer - Data and Analytics,M&G plc,3-7 Yrs,Not disclosed,Mumbai,"['Bfsi', 'Project management', 'Information security', 'Consulting', 'Active directory', 'HTML', 'Customer service', 'Information technology']",
"Senior Data Engineer (Data Engineering), Pan India",Demandbase,4-7 Yrs,Not disclosed,remote,"['Computer science', 'Data analysis', 'Data modeling', 'Javascript', 'Agile', 'Workflow', 'Open source', 'SQL']",28 DAYS AGO
Sr . Data Engineer,Protocol Labs,3-7 Yrs,Not disclosed,remote,"['Data management', 'Data modeling', 'data governance', 'Manager Technology', 'Data processing', 'Subject Matter Expert', 'Open source', 'Distribution system']",
Senior Data Engineer,Avtex,3-7 Yrs,Not disclosed,Remote,"['BPO', 'data analysis', 'Data Science', 'Communication Skills', 'Power Bi', 'Hadoop', 'Big Data', 'Career Development']",30+ DAYS AGO
Senior Data Engineer,Viamo Inc,3-7 Yrs,Not disclosed,Remote,"['IT Skills', 'Machine Learning', 'Data Science', 'Data Structures', 'Mysql', 'Data Architect', 'Google Cloud Platform', 'Data Analysis']",30+ DAYS AGO
Senior Data Engineer,Synoverge Consultants,5-10 Yrs,Not disclosed,Ahmedabad,"['Data Warehousing', 'Kafka', 'Data Visualization', 'data ingestion', 'SQL', 'Python', 'cloud PMS', 'OnQ']",30+ DAYS AGO
Senior Data Engineer,Walmart,4-8 Yrs,Not disclosed,Chennai,"['Automation', 'Data analysis', 'Data migration', 'Coding', 'System integration', 'Data quality', 'Stored procedures', 'Test cases']",30+ DAYS AGO
Big data Senior Engineer,Xpheno,3-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['Performance tuning', 'Automation', 'NoSQL', 'Debugging', 'Data analytics', 'Troubleshooting', 'big data', 'Data warehousing']",30+ DAYS AGO
Senior Software Engineer - Data Science,Ignitee Digital Solutions Pvt Ltd,4-6 Yrs,Not disclosed,Noida,"['Telecom', 'Data analysis', 'Neural networks', 'Analytical', 'Machine learning', 'linear regression', 'data visualization', 'Analytics']",30+ DAYS AGO
Consultant/Business Analyst - R/Reporting/Analytics - KPO,TalentCo Search Pvt Ltd,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,"['R', 'SQL', 'Python', 'Data Visualization', 'Data Analytics', 'Business Analysis']",7 DAYS AGO
Director/ Senior Director - Data Science at Kantar,TNS - Subsidary of Kantar Group,5-10 Yrs,Not disclosed,"Chennai
(WFH during Covid)","['Data Science', 'Artificial Intelligence', 'Natural Language Processing', 'Computer Vision', 'Machine Learning', 'Python']",30+ DAYS AGO
Data Analytics Engineer/Sr. Data Analytics Engineer,InApp,3-8 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,"['ETL', 'Apache Spark', 'Big Data', 'R', 'RESTful Services', 'D3', 'Python', 'Scikit']",30+ DAYS AGO
Senior Associate - Python Data Engineer,PwC,2-5 Yrs,Not disclosed,Kolkata,"['Assurance', 'Leadership development', 'Usage', 'Data management', 'Manager Technology', 'Data analytics', 'Business intelligence', 'Operations']",30+ DAYS AGO
Sr. Software Engineer (Big Data),Quovantis,6-11 Yrs,Not disclosed,Noida,"['GSM', 'Unix', 'SAN', 'French', 'Linux', 'Healthcare', 'Weaving', 'Data analytics']",30+ DAYS AGO
Senior Data Engineer,Larsen & Toubro Infotech Limited,4-8 Yrs,Not disclosed,Remote,"['Ab initio', 'data analytics', 'analytical', 'SSIS', 'SSRS', 'Business Intelligence', 'Business Analyst', 'Data Engineer']",30+ DAYS AGO
Research Analyst,EASTERN ELEGANCE PVT LTD,0-1 Yrs,"2,50,000 - 3,00,000 PA.","New Delhi
(WFH during Covid)","['Accounting', 'Finance', 'Financial Management']",8 DAYS AGO
Fresher - Automation QA(Quality Analyst) Software Engineer,SAARTHI MANAGEMENT CONSULTANTS,0-0 Yrs,"2,00,000 - 4,00,000 PA.",Gurgaon/Gurugram(Udyog Vihar),"['python', 'XPath', 'regex', 'JSON', 'XML', 'SQL Server', 'XSD', 'Excel']",30+ DAYS AGO
Analyst in MNC - Market Research - Fresher / 3.3 LPA,Universal Manpower Online,0-2 Yrs,"3,25,000 - 3,50,000 PA.","New Delhi, Gurgaon/Gurugram, Delhi / NCR","['MS Office Powerpoint', 'Mca Fresher', 'Excel Powerpoint', 'Mechanical Fresher', 'back office', 'market research', 'kpo', 'IT Fresher']",5 DAYS AGO
Analyst in MNC- BA/ B COM/ BCA/ BBA/ BBM/ BCA,Universal Manpower Online,0-2 Yrs,"3,25,000 - 3,50,000 PA.","New Delhi, Gurgaon/Gurugram, Delhi / NCR","['ba fresher', 'Backend', 'b sc fresher', 'bbm fresher', 'Bba Fresher', 'marketing fresher', 'b com fresher', 'Back Office']",5 DAYS AGO
"Associate / Analyst (coding)- IT Fresher, Urgent",Universal Manpower Online,0-2 Yrs,"3,00,000 - 3,50,000 PA.","New Delhi, Gurgaon/Gurugram, Delhi / NCR","['BPO', 'back office', 'marketing research', 'bca', 'chat process', 'call center', 'market research', 'associate']",5 DAYS AGO
Research Analyst,Peer To Peer HR Services,0-1 Yrs,Not disclosed,Udaipur,"['Excel', 'advanced excel', 'Spreadsheet Softwares', 'Marketing Research', 'market insights', 'Research Analysis', 'Database Management']",25 DAYS AGO
Analyst Coding - Backend / Back Office / MNC/ 3.3 LPA/ Cab/ Freshers,Universal Manpower Online,0-2 Yrs,"3,25,000 - 3,50,000 PA.","New Delhi, Gurgaon/Gurugram, Delhi / NCR","['Email Support', 'Mca Fresher', 'Fresher Graduate', 'Non Voice', 'IT Fresher', 'Java Fresher', 'Hr Fresher', 'Fresher Engineer']",5 DAYS AGO
Immediate Requirement For Data Entry Operator/ Back Office Executive,Jobsdeed,0-2 Yrs,"1,50,000 - 3,50,000 PA.","Hyderabad/Secunderabad, Pune
(WFH during Covid)","['BPO', 'Internet Research', 'Online Data Entry', 'Typing', 'Scanning', 'good communication skills', 'Back Office Processing', 'Data Entry']",11 DAYS AGO
Hiring For Data Entry Operator Back Office Executive | Work From Home,Jobsdeed,0-2 Yrs,"1,50,000 - 3,50,000 PA.","Hyderabad/Secunderabad, Pune
(WFH during Covid)","['Research', 'Data Entry', 'Internet Research', 'Online Data Entry', 'Typing', 'Back Office Processing', 'MS Office', 'Computer Skills']",11 DAYS AGO
Data Processing Executive / Catalogue Executive,Mantras2Success Consultants,0-2 Yrs,"1,75,000 - 2,50,000 PA.",Ahmedabad(Prahlad Nagar),"['Data Validation', 'Data Research', 'Back Office Processing', 'Data Management', 'written english', 'Data Extraction', 'Research', 'Data Entry']",12 DAYS AGO
Data Entry | Back Office Executive | Fresher | Computer Operator | Bpo,Deed Consultant Services,0-3 Yrs,"1,25,000 - 2,75,000 PA.","Thane, Navi Mumbai, Mumbai (All Areas)","['BPO', 'telecalling', 'data entry', 'computer operating', 'back office', 'Backend Operations', 'kpo', 'excel']",14 DAYS AGO
"Advisor, Data Engineering (I7)",Dell,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,"['Power BI', 'Teradata', 'Python', 'IT Skills', 'Big Data', 'Tableau', 'Data Engineering', 'PostgreSQL']",6 DAYS AGO
Data Science Engineer,Sensata Technologies,7-12 Yrs,Not disclosed,Pune,"['Data analysis', 'Operations research', 'Business objects', 'Google Analytics', 'MySQL', 'Data collection', 'Project planning', 'Predictive modeling']",7 DAYS AGO
Data Engineer,Siemens,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Data analysis', 'NoSQL', 'Data modeling', 'PAAS', 'Healthcare', 'SSIS', 'Troubleshooting']",7 DAYS AGO
Data Engineer - Open For Remote,Maknet,10-15 Yrs,Not disclosed,"Thailand, India","['python', 'data analysis', 'java', 'data analytics', 'data science', 'shiny', 'hadoop', 'data engineering']",13 DAYS AGO
Data Engineer,BSRI Solutions Private Limited,6-11 Yrs,"7,00,000 - 17,00,000 PA.",Chennai,"['Data Management', 'Big Data', 'Data Analysis', 'IT Skills', 'Data Science', 'Tableau', 'Data Engineering', 'Hadoop']",15 DAYS AGO
Data Engineer,Vision Unlimited,2-7 Yrs,"5,00,000 - 11,00,000 PA.",Mohali/SAS Nagar,"['restFul API', 'Api Integration', 'Data Structures', 'Data Management', 'Data Analysis', 'Data Analytics']",
Data Architect - Segment T&S,Shell,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Modelling', 'data management', 'Data Architecture', 'Enterprise Architecture', 'Database management systems', 'data services', 'data lakes', 'Data Architect']",5 DAYS AGO
