title,company,expirence,salary,location,skill,date
Business Intelligence Analyst,Wolters Kluwer,3-6 Yrs,Not disclosed,"Kalyani, Nagar, Pune","['Business objects', 'Data analysis', 'SAP', 'Informatica', 'Business intelligence', 'Analytics', 'SQL', 'CRM']",30+ DAYS AGO
Business Analyst,Teamware Solutions ( A division of Quantum Leap Co nsulting Private LTD).,5-7 Yrs,"9,50,000 - 17,00,000 PA.",Pune,"['python', 'data analysis', 'quality standards', 'verbal communication', 'business analysis', 'problem solving', 'reference data', 'sql']",27 DAYS AGO
Business analyst - STS,Synergy Technology Services Pvt. Ltd.,5-7 Yrs,Not disclosed,Mumbai,"['IT Skills', 'Testing', 'User Acceptance Testing', 'Business Analyst', 'Use Cases', 'User Stories', 'Business Process', 'Agile']",30+ DAYS AGO
Air Watch Business Analyst,Symmetrical Global Search Pvt Ltd,10-15 Yrs,Not disclosed,Mumbai,"['GSM', 'Business process', 'TAM', 'Data analysis', 'Bss', 'SOA', 'SAP CRM', 'HTML']",30+ DAYS AGO
Business Analyst,Flexing It,6-10 Yrs,Not disclosed,New Delhi,"['IT services', 'Data analysis', 'Change management', 'Costing', 'Consulting', 'Packaging', 'Market research', 'Clinical research']",30+ DAYS AGO
Business Analyst - SAS,Smartanalyst India Pvt Ltd,3-8 Yrs,Not disclosed,Gurgaon,"['Data analysis', 'Claims', 'Business reporting', 'Coding', 'Analytical', 'Healthcare', 'Data processing', 'Life sciences']",30+ DAYS AGO
Business Analyst - Healthcare,Clovity,5-10 Yrs,Not disclosed,Remote,"['IT Skills', 'Software Development', 'Project Management', 'BPO', 'project management', 'Data analysis', 'Data modeling', 'Business analysis']",30+ DAYS AGO
Business Intelligence Analyst,ContactPoint 360,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,"['Data Science', 'Business Intelligence', 'Power Bi', 'Data Analysis', 'Data Visualization', 'Sql Queries', 'Ssis', 'Python']",30+ DAYS AGO
Technical Business Analyst (Automation),MG GLOBAL,6-10 Yrs,Not disclosed,Mumbai,"['Automation', 'Data analysis', 'Team management', 'Business analysis', 'Project management', 'Problem management', 'Customer service', 'Asset management']",28 DAYS AGO
Business Analyst,Smart4talent,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,"['Business process', 'Data analysis', 'Operations research', 'SAS', 'Business analysis', 'Project management', 'Business analytics', 'Strategic planning']",29 DAYS AGO
Business Analyst,"Riversand Technologies, Inc.",3-5 Yrs,Not disclosed,Bengaluru,"['Change management', 'Business Analyst', 'Data management', 'Business analysis', 'Analytical', 'Consulting', 'Healthcare', 'Business strategy']",30+ DAYS AGO
Business Analyst,IntegriChain,4-6 Yrs,Not disclosed,Pune,"['IT Skills', 'Testing', 'Product Management', 'MS SQL', 'Change Management', 'Ms Sql Server', 'Workflow Analysis', 'Business Analyst']",30+ DAYS AGO
Business Intelligence Analyst I,Cerner,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,"['Project leadership', 'Staffing', 'Business Intelligence Analyst', 'Consulting', 'Healthcare', 'Advocate', 'Data analytics', 'Management']",30 DAYS AGO
Business Analyst-Digital Journey,idfc first bank,1-5 Yrs,Not disclosed,Mumbai,"['Retail', 'Data analysis', 'Usage', 'Publishing', 'Senior management', 'Mobile banking', 'Trend analysis', 'Banking']",30+ DAYS AGO
Business Analyst,Intertek India private limited,4-9 Yrs,"5,00,000 - 11,00,000 PA.",Mumbai (All Areas),"['IT Skills', 'Testing', 'Sharepoint', 'User Acceptance Testing', 'Mockups', 'Thinking Skills', 'Use Cases', 'Business Rules']",30+ DAYS AGO
Business Analyst,Magika Smartech,5-6 Yrs,Not disclosed,Mumbai,"['Data analysis', 'Data validation', 'Analytical', 'Healthcare', 'Application development', 'Business solutions', 'Information technology', 'User acceptance testing']",30+ DAYS AGO
Business Analyst – Supply Chain Management / Logistics,Si2 Tech,2-7 Yrs,Not disclosed,Vadodara,"['BPO', 'data analysis', 'Supply chain management', 'SAP', 'Business Analyst', 'Production support', 'HTML', 'Test cases']",30+ DAYS AGO
Senior Data Engineer (Full Time Remote/WFH),Cimpress,3-8 Yrs,Not disclosed,Remote,"['data analysis', 'Data Visualization', 'SQL', 'IT Skills', 'Python', 'Tableau', 'QlikView', 'qliksense']",5 DAYS AGO
Technology Services- Process Manager- Business Analyst,eClerx,4-5 Yrs,Not disclosed,Pune,"['Application Development', 'RPA', 'Database Designing', 'IT Skills', 'Software Development', 'Software Development Life Cycle', 'Business Analyst', 'web technologies']",8 DAYS AGO
Business Analyst: ADM,IBM,6-10 Yrs,Not disclosed,Pune,"['Data analysis', 'Operational risk', 'Business analysis', 'Process improvement', 'Consulting', 'Back office', 'Problem management', 'Agile']",9 DAYS AGO
Business Analyst: ADM,IBM,6-10 Yrs,Not disclosed,Gurgaon/Gurugram,"['Data analysis', 'Operational risk', 'Business analysis', 'Process improvement', 'Consulting', 'Back office', 'Problem management', 'Agile']",9 DAYS AGO
Business Analyst: ADM,IBM,6-10 Yrs,Not disclosed,Mumbai,"['Data analysis', 'Operational risk', 'Business analysis', 'Process improvement', 'Consulting', 'Back office', 'Problem management', 'Agile']",14 DAYS AGO
Business Analyst: ADM,IBM,6-10 Yrs,Not disclosed,Mysore/Mysuru,"['Data analysis', 'Operational risk', 'Business analysis', 'Process improvement', 'Consulting', 'Back office', 'Problem management', 'Agile']",14 DAYS AGO
Senior Data Engineer,Visa,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['Spark', 'DB2', 'RDBMS', 'Hadoop', 'Kafka', 'Oracle', 'SQL', 'IT Skills']",30+ DAYS AGO
Sr . Data Engineer,Visa,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['Cloud computing', 'Front end', 'Data management', 'Db2', 'Coding', 'Data structures', 'MVC', 'Oracle']",30+ DAYS AGO
Business Systems Analyst,Workday,2-5 Yrs,Not disclosed,Pune,"['Computer science', 'Change management', 'Data management', 'Project management', 'Cloud', 'Support services', 'Customer support', 'Data analytics']",29 DAYS AGO
Business Consultant/ Business Analyst- HCM/Payroll,Konnect Consultancy,2-5 Yrs,Not disclosed,Pune,"['ERP', 'MS Data management', 'MIS', 'Reports', 'Talent Management', 'Human Resources', 'Business Consultant/ Business Analyst- HCM/Payroll', 'HR Policies']",30+ DAYS AGO
E Commerce Analyst,GLOBALBEES BRANDS PRIVATE LIMITED,0-1 Yrs,Not disclosed,New Delhi,"['sales', 'Data Analysis', 'SQL', 'Business Analysis']",10 DAYS AGO
Data Engineer,Bajaj Finserv,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"['Front end', 'Data management', 'Coding', 'Database design', 'Postgresql', 'Agile', 'Data structures', 'JSON']",4 DAYS AGO
Data Analyst,Assochem International,0-5 Yrs,"3,00,000 - 6,00,000 PA.","Kochi/Cochin, Bhubaneswar, Madurai, Visakhapatnam, Coimbatore, Trivandrum/Thiruvananthapuram","['Business Analytics', 'Market Data', 'Data Quality', 'market equity research', 'Report Preparation', 'Data Analysis', 'Market Data Analyst', 'Customer service']",2 DAYS AGO
MIS Executive and Analyst,Jubilant Foodworks,2-6 Yrs,Not disclosed,Noida,"['MIS', 'Data Analysis', 'Advanced Excel', 'Charts']",4 DAYS AGO
Process Data Engineer,Shell,2-7 Yrs,Not disclosed,Chennai,"['Power BI', 'Power Automate', 'PowerApps', 'Spotfire', 'R', 'Data Analysis', 'Data Mining', 'Data Visualization']",5 DAYS AGO
Data Engineer: Data Integration,IBM,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['IT Skills', 'Java', 'Business process', 'Core Java', 'Content management', 'Data analysis', 'Interpersonal skills', 'Coding']",6 DAYS AGO
Sr Research Analyst I,IHS Markit,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Python', 'Data Science', 'Cloud', 'Big Data', 'AWS', 'Cloud computing', 'Data analysis']",30+ DAYS AGO
Senior Research Analyst,Mercom Communications,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Analyst', 'Data analysis', 'Primary research', 'Renewable energy', 'Consulting', 'Market intelligence', 'HTTP', 'Advanced Excel']",30+ DAYS AGO
Senior Product Analyst,Vahak,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Product Analyst', 'Data analysis', 'Google Analytics', 'Business analytics', 'data visualization', 'Subject Matter Expert', 'Product marketing']",30+ DAYS AGO
Senior Applications Analyst,Multi Recruit,5-10 Yrs,Not disclosed,Bengaluru,"['Data analysis', 'Interpersonal skills', 'Agile scrum', 'Application programming', 'Workflow', 'data mapping', 'Troubleshooting', 'Project delivery']",30+ DAYS AGO
Medical Billing Service / RCM Senior Analyst - Work From Home,Vericle,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,"['Analyst', 'Data analysis', 'Claims', 'HCPCS', 'Medical billing', 'Process improvement', 'Billing', 'Workflow']",30+ DAYS AGO
Senior Analyst - Digital Growth,Bukuwarung,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Supply chain', 'Loans', 'Data analysis', 'Senior Analyst', 'data visualization', 'Analytics', 'Financial services', 'SQL']",30+ DAYS AGO
"Sr . Analyst , Web Analytics",Altisource Business Solutions Pvt Ltd,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Google Analytics', 'Data Analysis', 'Javascript', 'User Experience', 'Marketing Campaigns', 'Digital Marketing', 'Sem', 'Web Analytics']",30+ DAYS AGO
Senior Product Analyst,Zepto,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['Product Analyst', 'Supply chain', 'Data analysis', 'Google Analytics', 'Analytical', 'MySQL', 'Business strategy', 'Business intelligence']",30+ DAYS AGO
Senior Digital Marketing Analyst (Web Analytics),Vmware,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Python', 'Testing', 'Machine Learning', 'Digital Marketing', 'Computer science', 'VMware', 'Data analysis']",30+ DAYS AGO
Senior Credit Analyst,Branch International,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Health insurance', 'Data analysis', 'data science', 'Analytical', 'Equity', 'Hypothesis Testing', 'Analytics', 'Financial services']",30+ DAYS AGO
Senior Analyst DS,RGF Professional Recruitment,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"['Communication Skills', 'Project Management', 'Written Communication', 'Client Relationships', 'Outsourcing Strategy', 'Business Operations', 'Proposal Writing', 'Data Analyst']",30+ DAYS AGO
"Model Dev Analyst, Sr",Epsilon,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Analytical skills', 'Stress testing', 'advanced analytics', 'Data analysis', 'model development', 'Risk management', 'Business intelligence', 'Data mining']",30+ DAYS AGO
Senior Financial Analyst,Glance IT Solution,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Salesforce', 'Linkedin', 'Financial Reporting', 'Excel', 'Accounting', 'Finance', 'Data Analysis']",30+ DAYS AGO
Senior Analyst,epiFi Technologies,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Science', 'R', 'Data Structures', 'Data Analysis', 'Analytics', 'Python', 'Sql', 'Teaching']",30+ DAYS AGO
Senior Financial Analyst,Glance IT Solution,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Procurement', 'Supply chain', 'Data analysis', 'SAP', 'Consulting', 'Financial Analyst', 'Macros', 'Analytics']",30+ DAYS AGO
Senior Product Analyst (Item & Inventory),Walmart,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Python', 'Testing', 'Big Data', 'Supply chain', 'Computer science', 'SAN', 'Data analysis']",30+ DAYS AGO
Senior Analyst - Global Information Security,Momentive Performance Materials Inc.,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['Manager Internal Audit', 'Information Security Analyst', 'Data analysis', 'Senior Analyst', 'Legal', 'Investigation', 'data privacy', 'Security operations']",27 DAYS AGO
Senior Analyst - Healthcare,Clarivate,4-6 Yrs,"10,00,000 - 14,00,000 PA.","Gurgaon/Gurugram, Bangalore/Bengaluru","['data analysis', 'healthcare', 'sql', 'analytics', 'r', 'quantitative', 'life sciences', 'qualitative research']",28 DAYS AGO
Senior Analyst-Talent Acquisition,Accenture,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Cloud', 'Analyst', 'Performance management', 'Talent acquisition', 'Consulting', 'Succession planning', 'Scheduling']",
Senior Analyst-Application Hosting Operations,Accenture,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'RPA', 'Service management', 'Automation', 'Excel', 'Data management', 'Consulting', 'Incident management']",
Senior Analyst-Functional / Industry Domain,Accenture,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Artificial Intelligence', 'Project Management', 'Tableau', 'Power BI', 'BPO', 'project management', 'Analyst']",
Senior Analyst-Order To Cash Processing,Accenture,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['O2C', 'Analyst', 'Billing', 'Consulting', 'Cash flow', 'Succession planning', 'Data analytics', 'Client relationship']",
Senior Analyst-Procure To Pay Processing,Accenture,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Procurement', 'Analyst', 'Payment processing', 'Invoice processing', 'Consulting', 'Succession planning', 'Data analytics', 'Taxation']",
Senior Analyst-Order To Cash Processing,Accenture,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Cloud', 'O2C', 'Analyst', 'debt collection', 'Billing', 'Consulting', 'Cash flow']",
Sr Marketplace Operations Analyst,Target,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,"['Supply chain', 'Business process', 'Microstrategy', 'Data analysis', 'Project management', 'Stakeholder management', 'Monitoring', 'Six sigma']",28 DAYS AGO
Senior Video Analyst,Innovary Technologies,1-3 Yrs,Not disclosed,Bengaluru,"['Time Management', 'written communication', 'MS Office', 'verbal', 'Training', 'Voice process', 'Data analysis', 'video analyst']",30+ DAYS AGO
Senior Financial Analyst (Contract to Hire),Glance IT Solution,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Financial Reporting', 'Excel', 'Vba', 'Business Finance', 'Social Media', 'Accounting', 'Data Analysis', 'Financial Planning']",30+ DAYS AGO
Senior Analyst,Oncofocus Solutions,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"['MS Office suite', 'Analyst', 'Data analysis', 'Time management', 'Analytical', 'Consulting', 'Healthcare', 'Market research']",30+ DAYS AGO
Senior Analyst Contribution Services,Commcise,7-12 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Testing', 'Product Management', 'Analyst', 'Data analysis', 'Stock exchange', 'Investment banking', 'Asset management']",30+ DAYS AGO
Senior Analyst - Operational Excellence,Walmart,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Data analysis', 'Operational excellence', 'MySQL', 'Customer support', 'Customer service', 'Troubleshooting', 'Business intelligence']",30+ DAYS AGO
Senior Financial Analyst,Amazon,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['financial analysis', 'forecasting', 'metrics reporting', 'decision support', 'FMCG Operations', 'Fedex', 'Corporate Finance', 'Business Finance']",15 DAYS AGO
Senior Tech Analyst,Hoffmann-La Roche,4-6 Yrs,Not disclosed,Chennai,"['Data analysis', 'Claims', 'Manager Quality Assurance', 'Data management', 'Business analysis', 'Pharma', 'Technical Analyst', 'Macros']",30+ DAYS AGO
Sr Analyst- Growth,Zepto,1-3 Yrs,Not disclosed,Mumbai,"['Analyst', 'Data analysis', 'Process optimization', 'tableau', 'Project management', 'Data analytics', 'Customer experience', 'Business intelligence']",30+ DAYS AGO
Senior Analyst,Madhees,2-4 Yrs,Not disclosed,Gurgaon,"['Computer science', 'Analyst', 'Data analysis', 'Campaign management', 'Email marketing', 'Analytical', 'Customer relationship', 'Digital marketing']",30+ DAYS AGO
Sr. Research Analyst - Bioinformaticians,Innoplexus,3-5 Yrs,Not disclosed,Pune,"['Unix', 'Computer science', 'Data analysis', 'Coding', 'Machine learning', 'Biochemistry', 'Life sciences', 'Bioinformatics']",30+ DAYS AGO
Senior Database Analyst,Quotient Four Technologies Pvt. Ltd.,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Science', 'Hive', 'Ssrs', 'Hadoop', 'Sql Server', 'Business Process', 'Big Data', 'Data Modeling']",30+ DAYS AGO
A&PP - EAC Changes - Senior Analyst,Accenture,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Automation', 'database managing', 'Microsoft Office suite', 'Financial Analysis', 'Data Integrity', 'Internal Control', 'Finance', 'Cost Optimization']",21 DAYS AGO
Senior Database Analyst,"Quotient, Inc.",3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Hive', 'Database Performance Tuning', 'Ssrs', 'Sql Server', 'Hadoop', 'Computer Science', 'Big Data', 'Data Modeling']",30+ DAYS AGO
Senior Research Analyst,Madhees,5-9 Yrs,Not disclosed,Hyderabad,"['Analyst', 'Data analysis', 'Primary research', 'Market research', 'Competitive intelligence', 'Advanced Excel', 'Research', 'Research Analyst']",30+ DAYS AGO
"Sr . Analyst , Modeling",Resource Access Management Solutions Pvt. Ltd.,2-3 Yrs,Not disclosed,Noida,"['Data Science', 'Nlp', 'Data Analysis', 'Data Mining', 'Data Analytics', 'Risk Modeling', 'Machine Learning', 'Deep Learning']",30+ DAYS AGO
"Senior HRIS Analyst (SAP HCM Payroll, PA/OM) Afternoon Shift",Lennox India Technology Centre,4-9 Yrs,Not disclosed,Chennai,"['SAP HCM', 'HRIS', 'Training', 'Use Cases', 'Icims', 'Master Data Management', 'PA/OM', 'HR']",7 DAYS AGO
Analyst - Ops Excellence,Microland,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['Training', 'Analyst', 'Automation', 'Data analysis', 'Excel', 'Analytical', 'Conceptualization', 'Management']",30+ DAYS AGO
Analyst - Ops Excellence,Microland,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Training', 'Analyst', 'Automation', 'Data analysis', 'Excel', 'Analytical', 'Conceptualization', 'Management']",30+ DAYS AGO
Power BI Analyst,Dell,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Power BI', 'data development', 'SQL', 'IT Skills', 'Python', 'Tableau', 'R', 'Data Quality']",27 DAYS AGO
RA Lubes EUR Finance Analyst,Shell,4-9 Yrs,Not disclosed,Chennai,"['ERP', 'Finance', 'business intelligence', 'Management Reporting', 'Accounting', 'Cash Flow reporting', 'Data Management', 'Commercial Finance']",
"Analyst, Mktg Analytics",Invesco (India) Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['database management', 'Alteryx', 'Marketing Analytics', 'Medallia', 'Data Studio', 'Google Cloud Platform', 'Adobe Workspace', 'Tableau']",
Offshore Wind Yield Analyst,Shell,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['CFD Modelling', 'Wind Statistics', 'Quantitative Evaluation', 'Excel', 'Global Operations', 'Data Management', 'Project Development', 'Due Diligence']",28 DAYS AGO
Billing Analyst I,CSG,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Service management', 'Billing Analyst', 'Data analysis', 'Production', 'Billing', 'Operations', 'Supervision', 'Monitoring']",30+ DAYS AGO
"Analyst, BM - Gamma",Boston Consulting Group,2-4 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR","['VBA', 'Analytical', 'Tableau', 'Data Analytics', 'SQL']",6 DAYS AGO
